Unnamed: 0,content,individual,groups,religion/creed,race/ethnicity,politics
7783,Cách làm ān cüa csvn ! ! ! !,3,3,0,3,3
9068,Vô đây coi là được liền nè mấy bợn,1,1,0,0,0
8300,Mới ở SanFansixLong về mà là đi khám bệnh về trễ quá ko kịp ăn luôn 🤞 🤞 🤞 🤞,0,0,0,0,0
1990,Quan vn chúng_nó tham vl ... địt con_mẹ lũ quan tham,0,3,0,0,3
6332,Trần_Dần bị đồng_tính thôi,3,2,0,0,0
9770,3 tiếng thoai haha,1,1,0,0,0
506,Con đi gia,3,0,0,0,0
8982,Hong Vann Thì anh tôi mà 🤣 🤣,1,0,0,0,0
1982,Giang Nguyễn_m biết cứt chi mồ : v,3,0,0,0,0
7180,Chúc hơi muộn đó abe :)),1,0,0,0,0
836,Vài trăm xúât quà mừng như vậy là gìau hơn cả Trump oz ! Tội nghịêp bọn tư_bản bóc_lột hút máu người lao_động cả đời dell bằng quà mừng của mấy cán_bộ do dân và vì dân hỉ ! ! ! ! !,0,3,0,0,0
4526,Lúc tối xem live sợ vai lon = ( (,2,2,0,0,0
3777,Nguyễn_Nam_khựa story,2,0,0,3,0
4815,Nhìn như con_điếm vậy :)),3,3,0,0,0
9879,Không nhốt vào thạ ra lại chạy lung tinh 😏 😏,1,1,0,0,0
6522,Lẽ_ra phải cho dân diễn_tập chống khủng_bố trung_quốc có lý hơn .,2,2,0,2,0
3435,Chúng_nó đang bận vơ_vét thanh_lý đất_nước này,3,3,0,0,3
9691,Làm nhẹ 3-0 cho nó ok,1,1,0,0,0
317,Nha ba nay o gan kho dan no banh xac,2,0,0,0,0
4907,"Minh Anh Mai_Ơ_đm bất_công , ông cmt cái là sắp có ny luôn à : ( (",2,0,0,0,0
4500,Cái vụ 4000 tỷ 1 tháng thì đéo thấy ói cái máu lol nào ra cả,0,0,0,0,0
1079,"haha chúng_nó tính thoát trung bằng các chui vào rọ Mỹ =)) thoát thoát cái cm mấy thằng phản_động , não chó bày_đặt chê_bai",0,3,0,1,0
1775,may co dam ve viet nam k .. linh_L may tu gio dung len mang khoc nha dam noi dam lam linh long ..,3,0,0,0,0
4744,Quá sàm chứ liệu gì,3,3,0,0,0
7997,Con Bố Chuyên hot trend đấy đừng đùa,1,0,0,0,0
8447,"Tôi của 10 năm sau , nói_tục lắm phải đi tu đỡ nghiệp .",1,0,0,0,0
3566,trẻ trâu à,2,2,0,0,0
7668,vay thi ráng ma_lam co tiên nhu ngta di ... tóm_lại la tư_duy thôi ad oi ...,1,1,0,0,0
2535,ăn bom trên nhà thằng adm trốc tôm thôi,3,0,0,0,0
829,Hai con súc_vật này trước_kia đội nhau Lên đầu bây_giờ quay lại cắn nhau hả,3,0,0,0,0
2176,Hình_như chỉ có 1 vài quốc_gia trên thế_giới có hiện_tượng lá mọc đinh như này nhỉ,0,0,0,0,0
1343,Cho_dù Jack có như thế_nào thì mình vẫn cứ mãi anti Jack .,2,0,0,0,0
1932,Hòm đang chờ e,2,0,0,0,0
9103,Say oh yeah là của sếp mà ❤ ❤ ❤ ❤,1,0,0,0,0
3299,ý_thức của chị Nhung còn thua điểm lí của em,3,0,0,0,0
3476,Bắc Hàn là nghèo bền thật_sự,0,2,0,2,0
7814,Dành cho DLV đòi link đòi xác_minh : v,1,1,0,0,0
9727,Ko có tiền thì mk quảng_cáo trên f,1,0,0,0,0
7996,Phùng_Ánh Nguyệt Phùng Như_Quỳnh_Ngọc Ánh Yến Lê_Triệu_Minh_TOàn KÒy_Hạ_Anh làm đc không các bạn vào bờ thôi,1,0,0,0,0
6235,Cứ từ_từ,1,1,0,0,0
3913,Trần_Công_Luận đúng . phai phat tù_vi_gay bao nhieu nguoi .. tot nhat tử hih,2,0,0,0,0
7337,MixiGaming Hi anh,1,0,0,0,0
4562,Chứ còn mẹ gì nữa . . . Câu view trắng_trợn,0,0,0,0,0
1266,Cảm_ơn em da dạy_dỗ con Linh khùng .,3,0,0,0,0
7023,Cái này sàm lắm rồi đo,0,0,0,0,0
8021,Trung Vũ VIẾT_HOA bts LÊN,1,0,0,0,0
9833,Nghe vô_lý nhưng lại cực_kì thuyết_phục 🙂,1,1,0,0,0
2286,"Xấu quá_trời , mà bày_đặt chửi dan vn miệng như hai miếng thịt bò , ghét má quá_trời à má ơi",3,0,0,0,0
1059,Ông giám_đốc này chắc là sản_phẩm của cắt đôi BCS,3,0,0,0,0
7217,Cà_khịa :)))),0,0,0,0,0
5312,Quan_điểm như con cặc ! !,0,0,0,0,0
8094,Nói_chung cũng tạm thôi ae ạ .. Không hay lắm .. nội_dung bt .. giật_mình đùnh đùng ấy ..,0,1,0,0,0
1128,chuong trinh sam lon qu a,2,3,0,0,0
3344,Ad não ngắn vl ... Đó chỉ là fb giả lợi_dụng trường_hợp con_bé mỹ_linh kia để câu like page thôi . Ngu lắm ad ạ ! !,3,3,0,0,0
2146,"đúng là cái dân Bắc_Kỳ , tội này là do Đảng cả - ad cho hay : 3",2,3,0,0,3
5951,Thu Trang,0,0,0,0,0
4309,"Hợp_lý vl a ơi , ngta nói ước_mơ ko đánh_thuế , nhưng đéo đủ tiền đóng thuế thì mơ_mơ cc",1,0,0,0,0
8488,Dơ nhưng t thích,1,0,0,0,0
9357,Lê_Thảo mà cai đó đê thử thuốc hả m . Thử vacxin hả . Hay_là bị nhiễm xong trị cho hết chơi t hơi sợ sương sương . Kkkk,2,2,0,0,0
9946,"Anh Vu đây là ứg cử viên ság giá , chứ h ở k đi ăn_nhậu phá làg phá sớm cũg v àk",1,0,0,0,0
1123,Vu Quynh_Huong thế mà nó đéo chết đi ._Giảm quá_tải cho thế_giới,3,0,0,0,0
6511,Huỳnh_Văn_Tặng,1,0,0,0,0
7781,Hết r :)),1,1,0,0,0
8398,Trông thầy giống bê đê vcl :))),2,0,0,0,0
7071,Cực_kì thuyết_phục 🙃,0,0,0,0,0
6371,Anh này mà đưa lên báo thì hót hòn họt nhểy . Quên luôn cả mấy người kia luôn ấy :)),1,1,0,0,0
6457,nhìn ngon wa,1,1,0,0,0
3953,"Ra_rả phát_biểu làm như cương_quyết bảo_vệ môi_trường lắm , nhưng tau vẫn cho nhiệt_điện vào nhé tụi bay làm éo gì đc =))) đúng là đừng nghe những gì chúng nói",3,3,0,0,0
7467,Sống nhanh lên :)),0,0,0,0,0
5337,Huyền Khánh_Phùng_nếu e không tiện thì tôi sẽ book vé vào Hà_Nội làm người_yêu em ? ? ? Và tối nay chúng_ta sẽ địt,2,0,0,1,0
31,Nước_hoa đểu lấy đâu ra xịn :))) Hot girl méo gì nhìn xấu vkl thề :))),3,0,0,0,0
7978,Đưa cô lên top thịnh_hành nào ! ! !,1,1,0,0,0
4373,"Cái lồn j thằng ad cx nói đc , bới bèo ra bọ móc_máy nọ_kia vớ_vẩn , k có giấy_phép chả thế thì lsao",3,0,0,0,0
316,Bọn bò đỏ ngu hết thuốc chữa ! GDP của vc phải 15 năm nữa mới bằng Thái lan !,3,3,0,0,0
5184,Toang thực_sự 😐,0,0,0,0,0
8286,Bố_láo với giang_hồ đất cảng à,0,0,0,0,0
2907,Thất_vọng về xã_hội này khi mà sáng mở_mắt ra thấy :,0,0,0,0,0
2861,bị tâm_thần vẫn có_thể có học_vị TS nhé . Cám_ơn TS Vũ_Tiến_Lộc đã mang lại niềm_tin cho cộng_đồng bệnh_nhân tâm_thần .,3,3,0,0,0
9809,Game gì đây ae,1,0,0,0,0
1389,con này là đệ ruột của thằng quang lùn cuồng phân mà :)),3,0,0,0,0
5827,"Hoan_nghênh ông Trần_Dần có tư_tưởng tiến_bộ , không chống cộng_sản Việt_Nam nữa . Chỉ có quên đi quá_khứ để yêu_thương . Ai cũng về già lo tu_thân sám_hối là điều lựa_chọn tốt nhất . Chúc ông Trần_Dần sống lâu 130 tuổi và luôn khỏe_mạnh đẹp_lão .",1,1,0,1,0
8751,Hưng_Tee,0,0,0,0,0
9055,Ở 1 diễn_biến khác =))),1,0,0,0,0
8875,"Năm 2022 Bác Trần_Dần về VN thì Hoài_Linh phải giải_nghệ , Trấn_Thành_chuyển hẳn qua làm MC_nha anh_em",1,0,0,0,0
5733,Nguyễn_Trọng_Thái đợi cái lone,2,0,0,0,0
1562,"Thằng viện kiểm_sát kia con cười , thằng chó",3,0,0,0,0
478,"Thiếu ! Ý_thức của người VN quá yếu và quá kém . Giờ_giấc cao_su , cha chung ko ai khóc , thiếu tinh_thần hợp_tác ...",2,0,0,2,0
8688,Xịn vl,2,2,0,0,0
2261,"Lúc nhỏ cứ nghĩ người mà ko có não là ko sống được , lớn lên mới biết thầy bar ko có não vẫn sống như thường",3,0,0,0,0
4517,thật là vãi lol a ơi,2,0,0,0,0
6521,Cho hỏi đây la 1 quần hay 2 quần ạ ? ? ?,1,1,0,0,0
5778,Thuong wa di,1,1,0,0,0
4540,Ngáo,1,1,0,0,0
1121,Nguyễn_Quốc_An thứ học_trò lồn,3,0,0,0,0
3641,nhớ giữ mồm giữ miệng chứ trong tù là hay bị mắc bệnh lạ lắm đấy,2,0,0,0,0
4165,clm oke abe,2,0,0,0,0
6953,Hè năm_ngoái à :)))),1,1,0,0,0
4667,thế đấy dkm,0,0,0,0,0
1425,như buồi thầy ạ :)),2,0,0,0,0
6624,Mình cần tìm gấp in4 anh ng iu thất_lạc ạ ! Ai biết thì tag hộ vào vs hiccc,1,1,0,0,0
9431,Để sbtc,1,1,0,0,0
5376,Bao_nhiêu tiền đem cho con đi định_cư bên mẽo cả rồi,0,0,0,0,0
2468,"Vả_vô cái mỏ loz mày bây_giờ , thứ học_sinh trời_đánh",3,0,0,0,0
2003,Đề_nghị Anh Tiệp Câm_Mồm Laii,2,0,0,0,0
7094,mênh m0ng toàn là nu0c eyy,0,0,0,0,0
3655,Cay đỏ dái,3,0,0,0,0
8156,Quá chuẩn,0,0,0,0,0
2208,Đĩ mẹ nhà nó 🙂,3,0,0,0,0
7165,con gì trông cửa trông nhà,0,0,0,0,0
4395,Cái này gọi là si đa mà xong pha đi hiến máu :)),2,2,0,0,0
2418,"Philip lấy dữ_liệu đâu vậy ad ... tổ_chức cái giải ao làng còn đéo có tiền , vũ_khí thì ko có cái j ra_hồn . Dữ_liệu thế_mà bọn 3 que nó tin được . Chứng_tỏ bọn chống cộng toàn lợn",2,3,0,2,0
9542,oki =))),1,1,0,0,0
5872,Vì refund top 1 nên tối nay mình xin_phép ea .. blabla,1,1,0,0,0
2422,Bóc_lột còn hơn cả bọn Thực_Dân nữa !,0,0,0,0,3
3823,Lúc còn thời thì chửi ng ta . Hết_thời rồi ra cái vẻ tiếc . Vớ_vẩn vl :)),3,3,0,0,0
3839,Tên bán nam bán nữ,3,3,0,0,0
3903,Đéo phải trình_bày :))),3,0,0,0,0
5598,ảo_tưởng vãi lồnn,3,3,0,0,0
9904,E cảm_thấy rất bất_công khi nhận được danh_hiệu fan cứng mà k làm gì cả,1,0,0,0,0
5593,"qua việc này anh_em đừng kinh thường 1 con ruồi , dù nó đã chết nó cũng có_thể làm cho 1 người đàn_ông đi tù 7 năm . Sức_mạnh của 1 con ruồi chết ở đâu khủng thế ? ? ?",1,1,0,0,0
157,"Hải_Yến vl chưa xem đã cảm_thấy chán hơn r , thì thôi lạy m 🙏 🙏 🙏",2,0,0,0,0
578,Ba dung toi bac ky la ba toi so rui nhe,1,1,0,2,0
3989,"Chẳng qua dân mình ngu_dốt , học luật giao_thông thì bố thằng nào làm_bậy dm",3,3,0,0,0
1048,Vn bjo toàn thằng bệnh nhỉ,3,3,0,3,0
2019,Bây_giờ nước mỹ toang . Ko thấy bọn 3 / / / nổ và chém nữa ta .,0,2,0,2,0
8587,Phạm_Thanh theo bạn thì có khả_năng đấy k ?,1,1,0,0,0
3982,Cà_khịa đi xíu thầy vô chửi cm 🤦,2,2,0,0,0
5857,Anh Trung_Magic,1,1,0,0,0
6270,theo Trần_Dần thì 2022 Việt_Nam là 1 tỉnh của TQ rồi_sao Trần_Dần về được nữa nhỉ ?,2,2,0,2,0
3910,Đậu_xanh rau_má thằng DLV nào vào đỡ dùm cái chủ_đề này cái : v ? Giải_thích sao định_hướng XHCN mà lỗ nhiều vậy ?,3,3,0,0,3
2331,Con linh cá_lóc là loại người không tha_thứ dc .,3,0,0,0,0
6488,Fa lúc nàyy 😊,1,1,0,0,0
1969,Bố mấy con bệnh .... dcm chúng_mày . Làm bố đau cả cứt,0,3,0,0,0
7339,Trend này bé Hon bắt từ hồi chục năm trước 🤣 🤣 Nguyễn_Ngoan_Phương_Phương,1,0,0,0,0
8254,"lâu r mới xem lại cô , vẫn thích cô . cô dth ghê_gớm í",1,0,0,0,0
9750,ai có link beat cho mình xin đc ko ?,1,1,0,0,0
2382,trường_hợp cai éo ji con này . dm nc éo có logic cc ji bị cả cộng_đồng nó chửi cho sml cho cm may lun nghiệp,3,0,0,0,0
2618,Đáng nhẽ m k nên về nước 🙂,2,0,0,0,0
2738,Tôi đã thấy chó cs trên đất dân .,2,3,0,3,3
5383,Uiss cùi vl :)) lương mấy chục ngìn đồng còn đc ăn pizza loại kẹo dẻo đây :)),0,0,0,0,0
7988,Phía sau thằng đàn_ông thất_bại là con đàn_bà xui_dại : v,3,3,0,0,0
7613,Dẹp thật mà .. Dễ_thương quá,1,1,0,0,0
5876,Pháo_thủ toang cmnl @ @,2,2,0,0,0
5611,chẳng ra_gì ?,2,2,0,0,0
3950,cà_khịa t chém,0,2,0,0,0
1149,Chắc bệnh này mấy người có tiền sẽ bị nhiều nhỉ ... ng nghèo lo trồng lúa nuôi bò tiền đâu mà bay để rồi mắc bệnh,0,2,0,0,0
3352,Thương con chó mà phải mang cái mặt của mày quá,3,0,0,0,0
2726,Tham_nhũng hèn gì chúng_nó giàu thế,2,3,0,0,3
156,thôi ông im mẹ mồm :)),2,0,0,0,0
5521,Thuyết cái lồn,3,3,0,0,0
8148,:) ATM Cao_Lãnh,0,0,0,0,0
8527,"thấy cái đó là xỉu hả 😳 😳 😳 , chả_bù cho mấy thằng dê thấy cái đó là nhào vô húp lấy húp để",2,2,0,0,0
1478,Văn_Tuấn Mai nước_hoa như nước sông vậy đó mà nói_chuyện xạo lồn,3,0,0,0,0
8304,Cô ba chưởi hay wa,1,0,0,0,0
9779,Ông Trần_Dần nói đúng đấy ! Tôi cũng đang nghĩ như ông là Trung_Quốc sẽ trả_giá rất đắt đối_với Mỹ và đồng_minh sau vụ đại_nạn corona virus này .,1,0,0,2,0
1135,"hà lội văn_hiến phải khác người chứ , sống như chưa bao_giờ được sống , hít thở ôxy thiên_đường là vậy đấy",0,0,0,2,0
2967,Hương_Thảo vkl,2,0,0,0,0
9707,"Tùng sói said : "" nhìn cái gì mà nhìn ; ) """,1,0,0,0,0
568,Nhục cho bạn này là con dân nước Việt ... đang góp_phần chia re . thuần_hoá dân_tộc . và thủ_tục dân nước cho bọn trung_quốc . đến khi mất nước vào tay bọn tq thì nó là tội_nhân thiên_cổ,1,1,0,1,0
9256,Cho con xin cộng lông,1,0,0,0,0
2068,"Hi_vọng bác không bị "" nhiễm phóng_xạ "" như bác Thanh .",2,1,0,0,0
5554,Ảnh ghép hú_hồn cái lol còn nguyên 🤧 🤧,2,2,0,0,0
1910,"Môn_phái "" búa liêm ' "" mà ! ! !",0,0,0,0,2
4051,Xau cai mieng nhu cai lon nguoi ta cco thang,2,0,0,0,0
9967,"Người Nhật bây h ai cũng đẹp mũi cao hết ad ạ , căn_bản là họ cho lai với ng âu đặc_biệt là Mỹ",1,1,0,1,0
4392,Nó khóc là vì lũ xủ nó ( đồng bon ) vẫn còn ngồi trên kia phán_xét sinh mang nó,2,2,0,0,0
6671,Mong thầy đánh tỉnh_táo hơn đừng để nó lừa,1,1,0,0,0
1792,Phá_sản r làm đĩ đực thôi abr,2,0,0,0,0
6269,Cô Minh_Hiếu dễ_thương quá ạ . =)))),1,0,0,0,0
6893,Chửi vậy rồi ai chửi lại 😂,1,1,0,0,0
6017,khó_chịu vãi 😂,1,1,0,0,0
4529,Loạn hết cmn rồi ._Hazz .,2,2,0,0,0
3431,Nấu nổi canh chua như cái bả lồn vậy ai dám ăn ._Tao nói hả cái mặt của mày nhìn như trái hủ qua,3,0,0,0,0
8075,Kiều Trung_Kiên tướng mới YaBa 🤣 🤣,1,0,0,0,0
2512,Con này chắc ko dc di học,3,0,0,0,0
2187,Chưa viết thành Mê_Cung là khá rồi . Mà cái thằng soạn thư này chắc cũng không biết Mê_Công là cái thứ gì . Thằng ký thì cứ ký !,2,0,0,0,0
9211,Nguyễn_Thế_Sơn nghe nhìu lần sẽ thấy khác á bạn,1,0,0,0,0
5605,Vo Tuan_Anh đéo hiểu kiểu gì,2,0,0,0,0
5503,"Sao tụi bây toàn chửi nhau mà ko thấy làm gì hết , cao lông nó chưa hay nói cho vui",3,3,0,0,0
6328,Cũng được đấy chứ a_Độ ộ ộ ộ ộ ộ .... 😂 😂 😂,1,1,0,0,0
686,"Còn mày có con cũng ngu lắm , đẻ con ra cẩn_thận đó",3,0,0,0,0
5803,Vừa tăng lương phát biết ngay,1,1,0,0,0
499,"Cc gì zậy ô già , để cho mấy đứa nó ngủ coi 😳 😳",2,0,0,0,0
6648,Khẩu nghiệp nặng quá .,1,1,0,0,0
2558,Hải_Yến bố_cái con thái lọ,3,0,0,0,0
2898,Cái mỏ của nó cho khẩu súng vào bấm_nút cái bùm,3,0,0,0,0
8537,Chỉ được cái lôi thằng con ra câu donate là hay 😂 . Tùng said : Chụp nhanh lên ông_già,2,2,0,0,0
9810,Nguyễn_Đình_Chung dô cái link thầy ghi trên stt đó,1,0,0,0,0
6054,"Giống như câu , Ngêu sò tranh nhau , Ngư_ông đắc_lợi",1,1,0,0,0
4002,Người có tiếng mặc cái lìn gì chẳng đẹp . Người bt nó bảo là điên,1,0,0,0,0
3754,Kg hiểu người có não kg lúc khỏe ăn_chơi nhẩy múa sứ người chê_bai đất_nước đến lúc gặp họa thì chạy về quê_hương đúng là lúc gặp họa mới biết đất_nước nào là ân_tình,3,3,0,0,0
2817,Đẹp_trai . Tài_năng . Tư_duy đỉnh_cao ._Call team tốt và nhiều phẩm_chất tốt khác nữa là những gì thầy đều có . Sena 1 người thầy hoàn_hảo . Còn thằng ngu 3 gà thì chịu cái gì cũng k có,3,0,0,0,0
2135,"Về với tập , ăn banh bao thịt người nhe ha_ha h a",3,0,0,3,0
5455,Đéo tin . chả nhẽ nó để lộ_liễu như thế này á hả,0,0,0,0,0
5952,Đau_đầu vl :)),2,2,0,0,0
9861,"Nghe có_vẻ thuyết_phục , thôi chúc nốt đã rồi tính tiếp",1,1,0,0,0
8176,Tình_hình là anh_em đánh 01 và 11 nhé,0,1,0,0,0
8732,Rô top 1 thế_giới nè,1,1,0,0,0
1844,mày gốc nhật bản à ? ? ? con nhung nó là trốn cách_ly chứ k cố_tình nhưng nói_chung cũng gián_tiếp . còn kia cố_tình . vẫn cái suy_nghĩ nước phát_triển là ý_thức hơn :))) tự nhục đât nước sang đó mà ở,2,0,0,2,0
2707,Bọn dầy tớ chấp chi .,0,3,0,0,0
5580,Bởi dừa lờ t lắm cho chừa cái tật chơi dọng cha dọng mẹ rồi bị chặt :)))))),2,2,0,0,0
4124,"Dùng được trong 2 năm là còn may , đéo biết nổi 2 tháng không",0,0,0,0,0
3267,Thang quan ngồi cười đằng sau thấy ghét . Tổ_cha nó .,3,0,0,0,0
1348,Tui nghĩ con má đó nếu có hết bệnh thì nó cx phải xứng_đáng là nhận án tử_hình,3,0,0,0,0
9122,Hứa Sơn ghép cho bạn thành ộp pa luôn nhá 😄,1,0,0,0,0
5012,Bê đê má ơiiii,0,0,0,0,0
8179,Càng lớn càng thấy cô_đơn .,0,0,0,0,0
5349,"NO RECORDING , FILMING , PHOTO_TAKING mà nó ghi là TALKING._Cấm nói luôn à .",0,0,0,0,0
1210,chết con ỉ ẹ thầy vs em :)),2,0,0,0,0
1421,"Nãy vào tường nhà "" con "" này . Đọc vài bình_luận trong đấy , rồi tự_nhủ "" hoá_ra khi qua tuổi trưởng_thành thì con_người suy_nghĩ thật kinh_tởm , dù là chung dòng máu "" . Lòng người khó đoán thật , cái gì cũng có_thể nói được . Đọc nhiều khéo bị tẩy_não cũng nên . Ahihi ! !",3,0,0,0,0
8632,Hủy_hoại nền âm_nhạc VN là đây,1,1,0,0,0
3769,Nói mấy người nghèo cho chết đói ._V trc đó gửi đồ về cho minh hiếu làm từ_thiện dell gì,3,0,0,0,0
775,Người_ta NÓI ĐÚNG SỰ_THẬT mà sao cứ bảo là NÓI_XẤU ? Quan_chức chế_độ này CÓ TÊN NÀO TỐT_ĐẸP ĐÂU_mà bảo người_ta NÓI TỐT ?,1,2,0,0,0
7297,biển của mình ... Kkkkk hài vl,0,0,0,0,0
9154,Sẵn một con xích_lô PNW 523 y,1,1,0,0,0
4115,hiếp ... :))),0,0,0,0,0
3189,og tran dan ok bi nhiem coronna.ma bi nhiẻm beh khat la beh gi ? og bi beh B 20 dan đen than kih ko on nen noi nhieu . vui,3,0,0,0,0
1946,"coi như xong các cầu_thủ không nên vui_mừng quá sớm không_khéo lại xôi hỏng bỏng không ( lũ chúng_nó tiền của nạn_nhân chất_độc da_cam , trẻ_em tàn_tật , đồng_bào lũ_lụt , tiền trợ_cấp xh",0,2,0,0,0
7107,Dk vay,0,0,0,0,0
9306,Phát Nguyễn_đánh dằn_mặt nè cđ cho chừa :))))),2,0,0,0,0
7159,quần sọc đỏ 2009 20 k 😂 😂,0,0,0,0,0
5913,Giật cho mất mẹ cả cái mụn ruồi ( :,2,2,0,0,0
7238,Con gà phải để cho abe,1,0,0,0,0
1779,Trần_Vinh nhai lại cc,3,0,0,0,0
6555,“ trông anh có khác đéo gì thằng shipper cô_độc không “ =))))),2,2,0,0,0
2349,Hết kêu_gọi rồi lại nhắn_tin :) Dây kinh_nghiệm đâu r . Xin mời thủ_tướng cứ rút thoải_mái,2,0,0,0,0
9541,Chị ba là vàng_ngọc hay_là vàng nổi,1,0,0,0,0
9560,I love u chu cờ mo :))),1,1,0,0,0
9617,Nguyễn_Minh_Hiếu kế_hoạch mà ông 😂 😂 😂,1,0,0,0,0
1702,Cái thằng BD lộn_kiếp nỗ banh nhà lòng,3,0,0,0,0
2247,"Có tí tiền hống_hách , bgio biết quá muộn rồi , cc tốt nhất im cmnm vào , chấp_hành tốt , dù ông có tốt đến mấy cdm có chửi ông sống ko bằng chết .",3,0,0,0,0
2734,M ngu qquua m chết mẹ m đi i ad,3,3,0,0,0
3175,Bon con chau TQ_lam j co van hoa,3,3,0,3,0
416,Lê_Hải_Long_K phân_biệt dc gia_súc và vật nui hả b . Có đi học k bạn ?,3,0,0,0,0
6334,Ở đâu mà trời vẫn trong xanh vậy anh,1,1,0,0,0
504,Mày chửi thì mày nhắn mẹ đi :)) xạo lồn,3,0,0,0,0
5417,Tôi hết_sức quan_ngại về chn này .. dm .. tôi ngày cứ quan_ngại,0,0,0,0,0
6572,Mỗi đứa một nơi cách nhau cái màn_hình muốn call không đc muốn chơi game cũng không xong : 3,0,0,0,0,0
5577,Học_tập và làm theo ... đến tẩu hỏa_nhập ma luôn,2,2,0,2,0
2235,kkkkkk con quỷ này bị bà tam cung hốt hết mớ rồi . kkkk bị bã dụ . 😄 😄,3,0,0,0,0
9248,Thịt chó đây này mấy bố ạ,1,1,0,0,0
2369,Hồ Nguyễn_Quốc_Phú thôi thôi chú câm mẹ cái mồm hộ tôi,3,0,0,0,0
4980,Bị tai_nạn giao_thông trong đồn c . a chứ .,3,3,0,0,0
4148,Tao mà bắt_gặp thg nào là tao bêu rếu nó từ đầu trên xuống dưới từ bên này qua bên kia đm cho nó đội quần nó nghỉ làm mẹ luôn dùm tao,3,0,0,0,0
2608,đm ông điêu ít thôiii :))),2,0,0,0,0
5229,cho a bu voi,0,0,0,0,0
5630,Nguyễn_Hiếu hàng 1 1 với fake là 1 chứ khác_biệt lz gì đâu =))),3,0,0,0,0
9719,Nó bảo mk chờ r nó yêu thằng khác 🙂,1,1,0,0,0
9392,Việt_Nam_vô_địch 🎉,0,0,0,1,0
941,đi cách_li chứ đi nghỉ_mát ở khách_sạn đ đâu mà đòi_hỏi bố thằng điên,2,0,0,0,0
9709,Thầy cân hết,1,0,0,0,0
7353,Bên mỹ chắc k có bệnh_viện tâm_thần,0,0,0,1,0
7943,Ngồi yên để thầy kể về 1 huyền_thoại :)),1,1,0,0,0
8441,Cố lên các bạn ơi,0,1,0,0,0
8737,7-8 tr đô :)),1,1,0,0,0
2434,Trần_Sang_bẩn cả fan cứng,3,1,0,0,0
6911,mỹ mà thả trúng nơi để bom thì nó x2 luôn ấy chứ còn đòi tặng lại,1,1,0,0,0
4595,Nhất Thiện t cũng méo tin đc,2,0,0,0,0
1998,Các cậu đéo đi học à 🤦 ‍ ♀ ️,0,3,0,0,0
6280,Lê_Bảo_Trâm ủa có ai khác giống nữa hả ? Zậy chắc nó cũng là bà_con của m ^ ^,1,0,0,0,0
652,Đến con chó nó còn có ý cầu tiến >> Chán lãnh đạoVN,3,3,0,3,3
3970,Nhìn cái mặt muốn xịt chó cắn,3,3,0,0,0
5272,Thối_nát,0,0,0,0,0
3991,Khiếp cái quả mồm của ông đấy chắc huyền_thoại cmnr 😂 😂,2,0,0,0,0
5319,Ờ face dành cho con_người k dành cho thú_vật ok,0,0,0,0,0
4810,Ngứa hết cả cặc,2,2,0,0,0
6525,Yêu em yêu đến vô_cùng,1,1,0,0,0
1490,Đm ad phản lại cái động . Là công_an thì có quyền nhé . Đéo biết gì lại còn nguy_hiểm ._Sửu nhi,3,0,0,0,3
4249,Lại đéo cayy đi,1,0,0,0,0
8342,Du_học_sinh Úc =)),0,0,0,1,0
8040,"Xin chào Bác Danh_Hài Chần_Dần , chúc bác luôn mạnh_khỏe ạ ... Để chia_sẻ tiên_tri trước sau cho bà_con Việt_Nam được biết ... Ahi",1,0,0,0,0
7176,Đinh Nguyễn_Vươn_Anh Tuan,1,0,0,0,0
8937,Anh trung dại_khờ,1,0,0,0,0
6551,Ngồi nhà xem trym chống dịch,2,2,0,0,0
3327,Công_cụ khủng_bố và đàn_áp của trung_cộng đã đến lúc thành thú_dữ . Đó là hiện_tượng thế thời Tập & Trung_Cộng đã đến thời khủng_hoảng chính_trị .,3,0,0,3,0
2904,"1 quốc_gia không có đường để ĐI , SỐ_BOT thật chóng_mặt",0,0,0,1,0
9265,Like 👍 👍 👍 👍 👍,1,1,0,0,0
4151,Clm @ @ @,0,0,0,0,0
6474,đã có Nas ! hãy cười lên các bạn .... cười cho thế_giới biết chúng_ta đang hạnh_phúc như thế_nào !,1,1,0,0,0
7560,Nhìn mặt anh ấy đẹp_trai VL 😂,2,2,0,0,0
1989,"Các a các chị cho_phép e xả chút ạ . Dkm mấy cái thằng hãm lol đi hát cái kiểu ki_bo kẹt sỉ . Ăn mà ịt muốn ỉa ._T thanh_toán suốt rồi nhé ịt thèm chặt chém cái hội chúng_mày mà mấy cái thể_loại kêu t chặt chém . Loại mất_dạy , chúng m động mồ động_mả hả",0,3,0,0,0
4505,Lắm tiền mà đéo bh chịu làm even cho học_sinh,0,2,0,0,0
6602,Tú cho anh Ba con blue,1,1,0,0,0
8489,hong hiểu chứ rảnh hay có drammar cứ lôi anh vào :)) anh hiền chứ tụi_tao đâu hiền,1,0,0,0,0
9351,Ghen_ăn tức ở vừa thôi . Ngoài nói_xấu ra ko bik làm gì à ?,1,0,0,0,0
5746,bớt sống ảo giùm,1,1,0,0,0
4790,vailonnnn,2,2,0,0,0
4768,Haha từ hồi tớ thấy hình diễn_viên hài Công_Lý đc in trên sách luật ._Tớ chợt hiểu ngay ý_nghĩa của bộ giáo_dục muốn truyền_tải thông_tin . Pháp_luật là thể_loại hài_hước : v ._Sợ rừng_rú quá đi thôi,3,3,0,3,3
